00000,33708d590f4549170125524fcbd6bc189fa8711fba52f8ead4276ca4,true
1VICA,39543229fb6734b60f7ce76886eedee4dd17bbcb49e180ffe1200ee5,true
8SQRD,6333007fadda8a9e086c2c426a02197f02e3abb4f17e22bf51341231,true
A4G,cb87bf12be816ecd5cd6e167442670e4024d85e0005c8623651b371f,true
ABC,478bc2098b2ef7117a4dc1a618ea75ca37516be7c6a65fab763f72a2,true
ACOL,1d1a0727f1cae44f801091fe2b80d5589f3ffed24c602a8df7cdb2a3,true
ADACO,dcb37c1940e79633705c4348ee31a4040e231ec1baa24d63d7b9b451,true
ADAGO,c73186434c6fc6676bd67304d34518fc6fd7d5eaddaf78641b1e7dcf,true
ADAR,f0e3c8d48efb750cdf256b68babc880787bc688972acfbbee1ffc537,true
ADAXP,f2d23cc3549ab3fe4c78dd9115aab0a9e47dde96b7c4346822c72aa3,true
ADI,0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d,true
ANQA,6749c8ed350238d3673f2389491a46e8a9a260837c5630d775078aaa,true
APEX,538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,true
ARARE,f65731aa68706607718d140426c75cd7ac2c40703c31c325fdd46f91,true
ARM1,a2ccd8e93f5a518d4400790cb081673e79ed41e4bf1132f740f26a28,true
ATDT,ae7015d54c634f922f800d9800529c3c5a007148ab9d792ac4ff33ae,true
ATMR,a987503fcad2a35e55bf2dabaeed9542abdbee4a9735552441894396,true
AVOC,5df46b9796868647647f6d3a4ebd188920e70cd12720513337203b62,true
BEAR,d75510f36a80dd436ed69b1c76af0724c1969a2ece377ee322ae2e36,true
BFADA,4f345190f6280c907325bcd11f9b00f222f092c889f6bedfb739abb1,true
BHMT,052f4ae6c6f39c00a45e390ed0849fd719e1848c60cf3ba6b985635e,true
BIO,603749d1b47c79cdf3072c284abb9810dd98afe827d6ae2b92f115ed,true
BLOCK,c63dab6d780a74cbae2a27696c9723f55b3092b2bd001256df03827f,true
BN1AU,acc4bd79e795648e5134ec8c80bc2d486aa9007de6e87a348a1f98ba,true
BSP,89eba2781e5cd11ccda6be56503702a39e9941e522f04cd5bba22957,true
BUFFY,000022b3f0b748a43239c5024c58f852c05593cd0a77a798f0bb3a14,true
CDNC,22531954c0bef931e312836efe14061ba1e33417ea246a7c165dbee9,true
